Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,variant,variant-index,creator,lifecycle:transition,workgroup,Resource,Activity
Case 4280,Wait,Value 1,2011-03-18 11:11:29.000,Variant 75,75,Variant 75,75,Fluxicon Disco,complete,Value 1,Value 15,Wait
Case 4280,Take in charge ticket,Value 1,2011-03-21 10:16:20.000,Variant 75,75,Variant 75,75,Fluxicon Disco,complete,Value 1,Value 15,Take in charge ticket
Case 4280,Resolve ticket,Value 1,2011-03-21 10:51:39.000,Variant 75,75,Variant 75,75,Fluxicon Disco,complete,Value 1,Value 15,Resolve ticket
Case 4280,Closed,Value 1,2011-04-23 14:10:51.000,Variant 75,75,Variant 75,75,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4280,END,artificial,2011-04-23 14:10:51.001,Variant 75,75,Variant 75,75,Fluxicon Disco,complete,,,
Case 4281,START,artificial,2011-05-11 16:06:45.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4281,Assign seriousness,Value 1,2011-05-11 16:06:45.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4281,Take in charge ticket,Value 1,2011-05-11 16:06:58.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4281,Resolve ticket,Value 1,2011-05-20 12:35:35.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4281,Closed,Value 1,2011-06-11 16:00:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4281,END,artificial,2011-06-11 16:00:20.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4282,START,artificial,2012-08-08 15:16:39.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4282,Assign seriousness,Value 2,2012-08-08 15:16:39.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 4,Assign seriousness
Case 4282,Take in charge ticket,Value 2,2012-08-09 07:40:03.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 12,Take in charge ticket
Case 4282,Resolve ticket,Value 2,2012-08-09 07:40:21.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 12,Resolve ticket
Case 4282,Closed,Value 2,2012-09-08 10:20:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 4282,END,artificial,2012-09-08 10:20:31.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4283,START,artificial,2011-01-03 08:32:39.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4283,Assign seriousness,Value 2,2011-01-03 08:32:39.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 13,Assign seriousness
Case 4283,Take in charge ticket,Value 2,2011-01-03 11:09:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Take in charge ticket
Case 4283,Resolve ticket,Value 2,2011-01-03 14:56:51.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Resolve ticket
Case 4283,Closed,Value 2,2011-02-19 08:40:30.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 4283,END,artificial,2011-02-19 08:40:30.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4284,START,artificial,2010-01-13 12:30:36.999,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,,,
Case 4284,Assign seriousness,Value 1,2010-01-13 12:30:36.999,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4284,Assign seriousness,Value 1,2010-01-27 13:31:11.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4284,Take in charge ticket,Value 1,2010-01-27 13:31:18.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4284,Resolve ticket,Value 1,2010-01-27 13:31:24.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4284,Take in charge ticket,Value 1,2010-01-27 15:59:14.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4284,Resolve ticket,Value 1,2010-01-27 15:59:23.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4284,Closed,Value 1,2010-02-11 15:59:39.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4284,Closed,Value 1,2010-03-05 16:01:37.000,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,Value 1,Value 16,Closed
Case 4284,END,artificial,2010-03-05 16:01:37.001,Variant 219,219,Variant 219,219,Fluxicon Disco,complete,,,
Case 4285,START,artificial,2010-05-19 13:14:31.999,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,,,
Case 4285,Insert ticket,Value 1,2010-05-19 13:14:31.999,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 15,Insert ticket
Case 4285,Assign seriousness,Value 1,2010-05-19 13:15:14.000,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 15,Assign seriousness
Case 4285,Take in charge ticket,Value 1,2010-06-01 10:48:56.000,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4285,Wait,Value 1,2010-06-01 10:50:23.000,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 4285,Take in charge ticket,Value 1,2010-06-03 13:38:40.000,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4285,Resolve ticket,Value 1,2010-06-03 13:38:55.000,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4285,Closed,Value 1,2010-06-22 13:20:22.000,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4285,END,artificial,2010-06-22 13:20:22.001,Variant 37,37,Variant 37,37,Fluxicon Disco,complete,,,
Case 4286,START,artificial,2012-06-28 15:40:57.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4286,Assign seriousness,Value 1,2012-06-28 15:40:57.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 4286,Take in charge ticket,Value 1,2012-06-28 15:43:55.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 4286,Resolve ticket,Value 1,2012-06-29 07:49:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 4286,Closed,Value 1,2012-07-31 15:50:25.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4286,END,artificial,2012-07-31 15:50:25.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4287,START,artificial,2011-09-09 16:08:15.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 4287,Assign seriousness,Value 1,2011-09-09 16:08:15.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 6,Assign seriousness
Case 4287,Assign seriousness,Value 1,2011-09-15 10:37:49.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4287,Take in charge ticket,Value 1,2011-09-15 10:37:56.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4287,Resolve ticket,Value 1,2011-10-06 14:12:05.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 4287,Closed,Value 1,2011-10-21 14:12:23.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4287,END,artificial,2011-10-21 14:12:23.001,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 4288,START,artificial,2010-04-23 10:42:04.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 4288,Assign seriousness,Value 3,2010-04-23 10:42:04.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 3,Value 2,Assign seriousness
Case 4288,Take in charge ticket,Value 3,2010-04-23 14:39:40.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 3,Value 16,Take in charge ticket
Case 4288,Resolve ticket,Value 3,2010-04-23 14:55:33.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 3,Value 16,Resolve ticket
Case 4288,Resolve ticket,Value 3,2010-04-29 10:40:34.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 3,Value 2,Resolve ticket
Case 4288,Closed,Value 3,2010-06-10 10:50:39.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 3,Value 5,Closed
Case 4288,END,artificial,2010-06-10 10:50:39.001,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 4289,START,artificial,2012-02-22 11:49:21.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 4289,Assign seriousness,Value 1,2012-02-22 11:49:21.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 4289,Resolve ticket,Value 1,2012-02-22 11:49:33.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 4289,Closed,Value 1,2012-03-24 11:50:23.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4289,END,artificial,2012-03-24 11:50:23.001,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 4290,START,artificial,2010-02-10 08:58:34.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4290,Assign seriousness,Value 3,2010-02-10 08:58:34.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 2,Assign seriousness
Case 4290,Take in charge ticket,Value 3,2010-02-23 14:58:59.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 2,Take in charge ticket
Case 4290,Resolve ticket,Value 3,2010-02-23 15:15:40.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 2,Resolve ticket
Case 4290,Closed,Value 3,2010-03-13 09:00:39.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 5,Closed
Case 4290,END,artificial,2010-03-13 09:00:39.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4291,START,artificial,2011-09-01 13:39:39.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 4291,Assign seriousness,Value 1,2011-09-01 13:39:39.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 4291,Resolve ticket,Value 1,2011-09-01 13:59:02.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 4291,Closed,Value 1,2011-10-08 13:40:37.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4291,END,artificial,2011-10-08 13:40:37.001,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 4292,START,artificial,2012-05-14 12:51:02.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4292,Assign seriousness,Value 1,2012-05-14 12:51:02.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 4292,Take in charge ticket,Value 1,2012-05-14 12:51:11.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 4292,Resolve ticket,Value 1,2012-05-14 12:51:47.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 4292,Closed,Value 1,2012-06-14 13:00:27.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4292,END,artificial,2012-06-14 13:00:27.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4293,START,artificial,2012-03-06 16:52:51.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4293,Assign seriousness,Value 1,2012-03-06 16:52:51.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 4293,Take in charge ticket,Value 1,2012-03-07 11:28:56.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 4293,Resolve ticket,Value 1,2012-03-12 13:28:42.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 4293,Closed,Value 1,2012-04-13 16:00:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4293,END,artificial,2012-04-13 16:00:22.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4294,START,artificial,2011-09-27 12:53:56.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 4294,Assign seriousness,Value 4,2011-09-27 12:53:56.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 4,Value 1,Assign seriousness
Case 4294,Assign seriousness,Value 4,2011-09-28 12:14:19.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 4,Value 1,Assign seriousness
Case 4294,Take in charge ticket,Value 4,2011-09-28 14:34:59.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 4,Value 2,Take in charge ticket
Case 4294,Resolve ticket,Value 4,2011-09-28 15:04:33.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 4,Value 17,Resolve ticket
Case 4294,Closed,Value 4,2011-10-28 13:00:28.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 4,Value 5,Closed
Case 4294,END,artificial,2011-10-28 13:00:28.001,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 4295,START,artificial,2011-02-15 10:37:53.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4295,Assign seriousness,Value 1,2011-02-15 10:37:53.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 4295,Take in charge ticket,Value 1,2011-02-15 10:42:01.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 4295,Resolve ticket,Value 1,2011-03-04 15:53:26.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4295,Closed,Value 1,2011-04-03 14:53:51.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4295,END,artificial,2011-04-03 14:53:51.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4296,START,artificial,2010-05-11 14:05:50.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4296,Assign seriousness,Value 1,2010-05-11 14:05:50.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4296,Take in charge ticket,Value 1,2010-05-11 14:06:08.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4296,Resolve ticket,Value 1,2010-05-11 15:16:23.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4296,Closed,Value 1,2010-06-24 14:10:24.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4296,END,artificial,2010-06-24 14:10:24.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4297,START,artificial,2012-06-05 12:16:17.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4297,Assign seriousness,Value 1,2012-06-05 12:16:17.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 4297,Take in charge ticket,Value 1,2012-06-06 07:17:21.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 4297,Resolve ticket,Value 1,2012-06-06 12:53:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 4297,Closed,Value 1,2012-07-06 12:20:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4297,END,artificial,2012-07-06 12:20:22.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4298,START,artificial,2012-07-17 14:16:04.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 4298,Assign seriousness,Value 1,2012-07-17 14:16:04.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 4298,Resolve ticket,Value 1,2012-07-17 14:16:29.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 4298,Closed,Value 1,2012-09-08 14:20:41.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4298,END,artificial,2012-09-08 14:20:41.001,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 4299,START,artificial,2011-12-27 15:52:33.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 4299,Assign seriousness,Value 1,2011-12-27 15:52:33.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 4299,Take in charge ticket,Value 1,2011-12-27 16:53:23.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 4299,Resolve ticket,Value 1,2011-12-28 14:37:21.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 4299,Resolve ticket,Value 1,2011-12-28 14:37:22.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 4299,Closed,Value 1,2012-01-27 16:00:36.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4299,END,artificial,2012-01-27 16:00:36.001,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 4300,START,artificial,2013-08-06 09:26:08.999,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,,,
Case 4300,Assign seriousness,Value 1,2013-08-06 09:26:08.999,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 4300,Take in charge ticket,Value 1,2013-08-06 12:53:55.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 4300,Wait,Value 1,2013-08-12 14:15:13.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 4300,Wait,Value 1,2013-08-14 14:20:00.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 4300,Resolve ticket,Value 1,2013-08-23 12:54:41.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 4300,Closed,Value 1,2013-09-07 12:54:50.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 4300,END,artificial,2013-09-07 12:54:50.001,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,,,
Case 4301,START,artificial,2013-04-03 14:30:48.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 4301,Assign seriousness,Value 2,2013-04-03 14:30:48.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 2,Value 1,Assign seriousness
Case 4301,Take in charge ticket,Value 2,2013-04-04 07:51:20.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 2,Value 12,Take in charge ticket
Case 4301,Wait,Value 2,2013-04-10 15:03:12.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 2,Value 16,Wait
Case 4301,Resolve ticket,Value 2,2013-04-23 10:24:22.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 2,Value 16,Resolve ticket
Case 4301,Closed,Value 2,2013-05-08 10:24:36.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 2,Value 3,Closed
Case 4301,END,artificial,2013-05-08 10:24:36.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 4302,START,artificial,2011-02-15 07:58:47.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4302,Assign seriousness,Value 1,2011-02-15 07:58:47.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 4302,Take in charge ticket,Value 1,2011-02-15 08:03:48.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 4302,Resolve ticket,Value 1,2011-02-15 08:05:32.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Resolve ticket
Case 4302,Closed,Value 1,2011-04-08 16:00:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4302,END,artificial,2011-04-08 16:00:31.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4303,START,artificial,2010-11-23 11:14:20.999,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,,,
Case 4303,Assign seriousness,Value 1,2010-11-23 11:14:20.999,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 4303,Take in charge ticket,Value 1,2010-11-23 11:14:41.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 4303,Resolve ticket,Value 1,2010-11-23 11:14:58.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 14,Resolve ticket
Case 4303,Take in charge ticket,Value 1,2010-11-25 09:13:24.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 4303,Resolve ticket,Value 1,2010-12-14 14:26:48.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 14,Resolve ticket
Case 4303,Closed,Value 1,2011-01-13 14:27:07.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4303,END,artificial,2011-01-13 14:27:07.001,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,,,
Case 4304,START,artificial,2012-04-02 14:36:45.999,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,,,
Case 4304,Assign seriousness,Value 1,2012-04-02 14:36:45.999,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 4304,Take in charge ticket,Value 1,2012-04-03 10:51:10.000,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 4304,Take in charge ticket,Value 1,2012-04-06 08:45:53.000,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 4304,Resolve ticket,Value 1,2012-04-13 11:01:59.000,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,Value 1,Value 10,Resolve ticket
Case 4304,Closed,Value 1,2012-05-03 14:40:23.000,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4304,END,artificial,2012-05-03 14:40:23.001,Variant 12,12,Variant 12,12,Fluxicon Disco,complete,,,
Case 4305,START,artificial,2012-06-20 14:36:37.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 4305,Assign seriousness,Value 1,2012-06-20 14:36:37.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 4305,Take in charge ticket,Value 1,2012-06-21 13:37:00.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 4305,Wait,Value 1,2012-06-21 13:37:26.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 4305,Resolve ticket,Value 1,2012-06-25 08:41:57.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 4305,Closed,Value 1,2012-08-04 09:50:18.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4305,END,artificial,2012-08-04 09:50:18.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 4306,START,artificial,2010-12-02 09:52:54.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4306,Assign seriousness,Value 1,2010-12-02 09:52:54.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 6,Assign seriousness
Case 4306,Take in charge ticket,Value 1,2010-12-02 10:10:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 6,Take in charge ticket
Case 4306,Resolve ticket,Value 1,2010-12-02 10:11:37.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 6,Resolve ticket
Case 4306,Closed,Value 1,2011-01-05 10:00:52.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4306,END,artificial,2011-01-05 10:00:52.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4307,START,artificial,2010-09-03 07:13:53.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4307,Assign seriousness,Value 1,2010-09-03 07:13:53.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4307,Take in charge ticket,Value 1,2010-09-10 15:23:23.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4307,Resolve ticket,Value 1,2010-09-15 09:08:00.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4307,Closed,Value 1,2010-10-30 09:08:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4307,END,artificial,2010-10-30 09:08:31.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4308,START,artificial,2011-09-15 09:32:12.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4308,Assign seriousness,Value 1,2011-09-15 09:32:12.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 4308,Take in charge ticket,Value 1,2011-09-15 09:32:46.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 4308,Resolve ticket,Value 1,2011-09-15 10:17:38.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 4308,Closed,Value 1,2011-11-02 10:40:24.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 4308,END,artificial,2011-11-02 10:40:24.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 4309,START,artificial,2012-06-11 07:12:30.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 4309,Assign seriousness,Value 1,2012-06-11 07:12:30.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
